text,label
форматирование,heading
заголовок,heading
название,heading
Примените правильное форматирование текста,heading
Отформатируйте документ,heading
Отредактируйте заголовок страницы,heading
Оформите текст в редакторе,heading
Увеличьте размер текста,heading
Добавьте название статьи,heading
Измените заголовок страницы,heading
Оформите текст как заголовок,heading
Используйте H1 для основного заголовка,heading
Добавьте заголовок раздела,heading
Установите название страницы,heading
Используйте теги заголовков в HTML,heading
Изменить размер шрифта заголовка,heading
Добавьте заголовок,heading
Установить заголовок,heading
Форматировать заголовок,heading
Большой текст заголовка,heading
добавить заголовок в документ,heading
форматировать текст как заголовок,heading
используйте h1 для основного элемента,heading
применить стиль заголовка,heading
Добавьте абзац основного текста,heading
Создать маркированный список,heading
Вставка таблицы в документ,heading
Добавьте подпись под изображением,heading
Напишите сноску,heading
Применить жирное форматирование к тексту,heading
H1,heading
H2,heading
стиль текста,heading
применить H1 к главному заголовку страницы,heading
заголовок раздела в стиле H2,heading
заголовок главы в документе,heading
жирный крупный заголовок в начале статьи,heading
иерархия заголовков H1 H2 H3 в документе,heading
добавить заголовок чтобы разбить текст на разделы,heading
тег заголовка для SEO на HTML-странице,heading
сменить абзац на стиль заголовка,heading
шрифт заголовка крупнее основного текста,heading
оглавление строится из заголовков,heading
убрать стиль заголовка применить обычный текст,heading
заголовок документа виден на панели структуры,heading
добавить символ заголовка на панель форматирования текста,heading
применить H1 к главному заголовку,heading
заголовок раздела H2,heading
жирный крупный заголовок на странице,heading
иерархия заголовков в документе,heading
format,heading
header,heading
text,heading
title,heading
heading,heading
format сегодня,heading
header сегодня,heading
text сегодня,heading
title сегодня,heading
убрать format скоро,heading
