text,label
caption,subtitles
closed captions,subtitles
description,subtitles
film,subtitles
language,subtitles
movie,subtitles
text,subtitles
translation,subtitles
subtitles,subtitles
caption pour le voyage,subtitles
closed captions pour le voyage,subtitles
description pour le voyage,subtitles
film pour le voyage,subtitles
language pour le voyage,subtitles
movie pour le voyage,subtitles
text pour le voyage,subtitles
translation pour le voyage,subtitles
subtitles pour le voyage,subtitles
commencer caption,subtitles
commencer closed captions,subtitles
commencer description,subtitles
commencer film,subtitles
commencer language,subtitles
commencer movie,subtitles
commencer text,subtitles
commencer translation,subtitles
commencer subtitles,subtitles
caption demain,subtitles
closed captions demain,subtitles
description demain,subtitles
film demain,subtitles
language demain,subtitles
movie demain,subtitles
text demain,subtitles
translation demain,subtitles
subtitles demain,subtitles
caption le soir,subtitles
closed captions le soir,subtitles
description le soir,subtitles
film le soir,subtitles
language le soir,subtitles
movie le soir,subtitles
text le soir,subtitles
translation le soir,subtitles
subtitles le soir,subtitles
caption le matin,subtitles
closed captions le matin,subtitles
description le matin,subtitles
film le matin,subtitles
language le matin,subtitles
movie le matin,subtitles
text le matin,subtitles
translation le matin,subtitles
subtitles le matin,subtitles
caption pour les enfants,subtitles
closde captions pour le voyage,subtitles
film pou le voyage,subtitles
closed captoins le soir,subtitles
commencer languge,subtitles
commencer lannguage,subtitles
