text,label
子供用のブック,book-bible
millの予約,industry
transmissionを忘れないで,transmission
子供用のフラッグ,flag
spray can,spray-can
土曜日にheadphones,headphones
子供用のmexican,burrito
明日halloween,cat
diagram projecttの予約,diagram-project
ベルをオンラインで買う,bell-school
子供用のmoving,ramp-loading
子供用のペーパー,paper-plane
明日analytics,chart-pie
仕事の後にsaxophone,saxophone
ペイントは今日,paintbrush
vehicleに申し込む,van
旅行用のfauna,crow
月曜日にテープ,tape
machnie,taxi
明日hygiene,hands-bubbles
dental,toothbrush
sql,server
sandを忘れないで,hourglass
warehouseの予約,container-storage
新しいhardwareを設定する,satellite
明日mickey,mouse-field
text,keyboard
vehicleを確認する,truck-pickup
旅行用のペーパー,map-location
broilerを終わらせる,oven
conversationを終わらせる,message
currencyをチェックする,hryvnia-sign
ペーパーを終わらせる,memo
dialを始める,dial
仕事の後にクッキー,gingerbread-man
revenueをオンラインで買う,chart-pie
filmは今日,film
月曜日にsignature,signature
旅行用のキャロット,carrot
night,moon
photo,sd-card
仕事の後にスノー,mountain
夜のfrench,french-fries
明日bar,signal
夜のdnd,helmet-battle
週末にregister,cabinet-filing
今朝のワークアウト統計を確認する,watch-fitness
サンを忘れないで,clouds-sun
新しいsailingを修理する,sailboat
hopの予約,frog
ピックルボールのボールをネット注文,pickleball
月曜日にcpu,microchip
cigaretteを更新する,smoking
nursingを終わらせる,bottle-baby
travel,bus
medicineの予約,hospital
月曜日にsound,speaker
毎週のveterinary,shield-cat
毎週のノート,note-medical
tree city,tree-city
週末にtoast,sandwich
旅行のskeleton,x-ray
新しいmodifyを比較する,bandage
users-people,wheelchair
仕事の後にdemo,desktop
instrumentを掃除する,trumpet
子供用のlobe,ear
sampleを返す,vial
朝のバッテリー,car-battery
旅行用のtransportation,van-shuttle
週末にwheat,jar-wheat
floppyを終わらせる,floppy-disk
dialに申し込む,dial
旅行用のair conditioning,fan
朝のchange,cash-register
そろそろdirectory,database
sausageの予約,hotdog
旅行用のburn,fire
blower,fan
revenue,chart-pie
drugsの予約,capsules
subwooferをオンラインで買う,speaker
そろそろrelief,face-exhaling
夜のbooks,books-medical
そろそろalert,sensor
magic,wand
新しいバーガーに申し込む,burger
コンピュータを注文する,display
手品チュートリアルアプリをダウンロードする,wand-magic
tagは今日,spray-can
potassiumを忘れないで,banana
eyewearを終わらせる,sunglasses
そろそろframe,frame
shipping,truck
子供用のvegetarian,salad
仕事の後にengage,starship
コールバックURLの更新が必要,webhook
ゲーム始をめる,badminton
modifyをチェックする,brush
hardballを忘れないで,baseball
pot foodを始める,pot-food
旅行用のapache,helicopter
text,subtitles
yearを始める,calendar
朝のoncmoing,taxi
cheatsheetを終わらせる,clipboard-list
仕事の後にuser large,user-large
spread,butter
朝のoncoming,taxi
新しいpersonを更新する,user
skirt,dress
朝のleonardo,turtle
子供用のシャツ,shirt
ボートを始める,ship
compass drafting,compass-drafting
scooterをオンラインで買う,scooter
明日scenic,binoculars
子供用のpower,outlet
土曜日にmirliton,kazoo
土曜日にbikini,bra
夜のface exhhaling,face-exhaling
朝のdevelopment,database
fungusを忘れないで,mushroom
土曜日にmedulla oblongata,brain
土曜日にclothing,shirt
週末にrfench,french-fries
hardwareを忘れないで,microchip
体温計に申し込む,thermometer
月曜日にエッグ,egg-fried
canine,dog
毎週のrecline,person-seat
そろそろlowered,mailbox
そろそろhome,house
サッカーを返す,goal-net
月曜日にノート,music-note
swap,swap
shuttlecockを忘れないで,badminton
blade,ice-skate
明日yarn,sheep
新しいpowerを更新する,power-off
週末にdestination,map-location
旅行用のpills,capsule
linear,timeline
boil,cauldron
土曜日にchf sign,chf-sign
translateを忘れないで,language
raccoon,raccoon
cushionの予約,couch
明日answer,comment
夜のdemo,laptop
子供用のmoped,moped
明日liecoin,litecoin-sign
月曜日にpackkage,tape
今夜ポッドキャストの編集,podcast
毎週のferris,ferris-wheel
コンピュータをチェックする,keyboard
週末にknitted,scarf
仕事の後にlaundry,washing-machine
毎週のwhiteboard,chalkboard
子供用のsweet,cookie-bite
そろろそfloppy,floppy-disk
containerを始める,jug-bottle
ホッケーを忘れないで,ice-skate
frames,film
月曜日にwired,ethernet
payment,cart-shopping
pantsを忘れないで,pants
週末にbucket,popcorn
changeは今日,cash-register
schmearを始める,bagel
dining,hat-chef
cart shopping,cart-shopping
週末にcoupon,receipt
そろそろperforming arts,masks-theater
autumn,person-hiking
週末にpending,loader
月曜日にabode,house
新しいmosquitoを計画する,mosquito
夜のeruption,volcano
hikeをオンラインで買う,person-hiking
明日share nodes,share-nodes
毎週のネットワーク,hospitals
astronautをオンラインで買う,shuttle-space
子供用のoutlet,outlet
recycleを終わらせる,recycle
通知,webhook
子供用のsubway,train-subway
ノートを終わらせる,memo
体温計を忘れないで,thermometer
screencastの予約,screencast
rogueを忘れないで,dagger
protect,lock-open
exitの予約,stairs
users-peopleを手配する,baby
ライトを始める,lamp-desk
medical center,hospital
bright,sunglasses
土曜日にブレッド,sandwich
trafficを終わらせる,traffic-light
popsicleは今日,popsicle
ポットを始める,pot-food
cancerのの予約,smoking
旅行用のswitch,toggle-on
土曜日にbasket shopping,basket-shopping
uer,person
新しいwirelessを練習する,router
仕事の後にcucumber,cucumber
旅行用のdesign,object-group
夜のfeather,bird
パン,pan-frying
ruble signを準備する,ruble-sign
週末にpestle,mortar-pestle
coupon,ticket
毎週のvalue absolute,value-absolute
maetの予約,bacon
ブックをオンラインで買う,book-quran
そろそろdelivery,truck
desktop,desktop
schoolは今日,bell-school
wash,soap
新しいtransferを返す,swap
近くのピンボールアーケードを探す,pinball
旅行用のスクリーン,tablet
土曜日にblossom,flower
promotionを始める,billboard
朝のampule,vials
新しいサンドイッチを手配する,sandwich
旅行用のreel,hose-reel
明日h2o,bottle-water
outdoorsをオンラインで買う,person-hiking
art,eraser
明日collect,bin-recycle
sheetをオンラインで買う,sheet-plastic
新しいsalaryに申し込む,badge-dollar
仕事の後にinsect,spider
土曜日にcrosshairs,crosshairs
cleanは今日,shower
子供用のcut,knife
夜のminute,hourglass
週末にoffice,stapler
バーガーの予約,grill
子供用のarchive,boxes-packing
meat,pie
旅行用のinn,hotel
毎週のgambling,dice
noteboo,notebook
土曜日にtuner,radio
weight scaleを終わらせる,weight-scale
infirmaryを練習する,stethoscope
明日logic,diagram-venn
そろそろbuilding,warehouse
朝のspeedometer,gauge
ideaを計画する,memo
toggle on,toggle-on
毎週のmovie,popcorn
朝ののusers-people,user
週末にdeli,sandwich
新しいシザーズを更新する,scissors
旅行用のbolg,rss
毎週のmeat,meat
friedは今日,french-fries
朝のksillet,kitchen-set
新しいbirthdayを片付ける,cake-candles
プラグ,outlet
新しいsignalを手配する,bluetooth
ホテル,bags-shopping
朝のチェア,loveseat
新しいdessertを片付ける,cake-candles
そろそろスクリーン,tablet
月曜日にboo boo,bandage
animalを始める,elephant
週末にcold,snowman
currencyの予約,ruble-sign
夜のmodify,wrench
朝のuer,family
土曜日にコーン,popcorn
recovery,hammer-brush
そろそろagriculture,tractor
designは今日,ruler
smellは今日,nose
そろそろspinner,spinner
土曜日にchf,chf-sign
毎週のcelebrate,party-horn
週末にinvoice,receipt
キーを忘れないで,key
土曜曜日にmeter,meter
chef,knife-kitchen
fly,helicopter
puck,hockey-puck
週末にcurrency,lira-sign
alertを忘れないで,bell-school
新しいopticalを練習する,album
旅行用のハンマー,hammer
そろそろphhoto,film-canister
子供用のバレーボール,volleyball
sealを忘れないで,stamp
カーを始める,cable-car
月曜日にdnd,wand
月曜に日paw,raccoon
そろそろplantain,banana
夜のcloud,cloud
bivouacの予約,tent
vacuumを始める,vacuum-robot
明日アラーム,siren
週末にmelt,cheese-swiss
faucetを忘れないで,shower
stickを終わらせる,hockey-stick
desktopをオンラインで買う,computer
月曜日にmeter,meter
peppermint,candy-cane
毎週のveal,meat
土曜日にnickel,coin
月曜日にgene,dna
visionを始める,braille
noriをオンラインで買う,sushi-roll
splitの予約,table-columns
新しいpartyを予約する,balloon
archive,container-storage
valentineを終わらせる,hearts
毎週のfitness,watch-apple
旅行用のknowledge,flask
月曜日にDungeons & Dragons,wand
ハウスを終わらる,faucet
土曜日にゲーム,dice
users-peopleは今日,user
ordnanceを交換する,cannon
sportを終わらせる,tennis-ball
バドミントンを始める,badminton
土曜日にnavigation,route
disabled,wheelchair
朝のdie,dice
toileの予約,toilet
朝jesus,cross
夜のbratwursst,sausage
dark,moon
そろそろmessage,inbox
snow blowinng,snow-blowing
土曜日にfall,person-hiking
毎週のsettings,slider
新しいsleighを更新する,sleigh
