text,label
highway,road
motorway,road
pavement,road
route,road
street,road
highway stretching to the horizon,road
highway overpass with multiple lanes,road
map showing road network in city,road
road map for trip planning,road
motorway with speed limit signs,road
motorway junction with exit ramp,road
cracked pavement on old road,road
pavement markings and lane dividers,road
road leading through mountain pass,road
empty road in desert landscape,road
scenic route along coastal road,road
route marked on road atlas,road
street level view of urban road,road
street signs at intersection,road
travel by car on open road,road
travel route across the country,road
straight two-lane road vanishing to horizon,road
winding mountain road with guardrails,road
highway with dashed center line and shoulders,road
aerial view of road intersection and overpasses,road
road sign indicating upcoming exit,road
country road flanked by trees in autumn,road
urban street with traffic lights and crosswalk,road
desert highway with no traffic for miles,road
road map with highlighted travel route,road
construction zone on road with orange cones,road
I need a road icon for the navigation app,road
add a highway symbol to the travel section,road
show a road for the route planning feature,road
use the road icon for the directions screen,road
higwhay stretching to the horizon,road
winding moutain road with guardrails,road
road mpa for trip planning,road
strete signs at intersection,road
navigation arrow pointing to destination on map,road
train tracks with railroad crossing sign,road
bicycle path with cyclist symbol,road
bridge spanning river with traffic on top,road
footpath through park with benches,road
tunnel entrance in mountain with headlights,road
