text,label
cheddar,cheese-swiss
cheese,cheese-swiss
cheese wedge,cheese-swiss
curd,cheese-swiss
gouda,cheese-swiss
melt,cheese-swiss
parmesan,cheese-swiss
swiss,cheese-swiss
wedge,cheese-swiss
Cheddar vs swiss for the sandwich,cheese-swiss
Cheddar alternative is the swiss wedge,cheese-swiss
Cheese variety: swiss for the fondue,cheese-swiss
Cheese selection featuring swiss,cheese-swiss
Cheese wedge with the distinctive holes,cheese-swiss
Curd-style swiss for the recipe,cheese-swiss
Curd cheese Swiss variety,cheese-swiss
Gouda or swiss for the burger,cheese-swiss
Gouda-swiss blend on the board,cheese-swiss
Melt swiss cheese on the patty,cheese-swiss
Melted swiss on the open sandwich,cheese-swiss
Parmesan or swiss grated over pasta,cheese-swiss
Swiss vs parmesan comparison,cheese-swiss
Swiss cheese sandwich at the deli,cheese-swiss
Classic BLT with swiss cheese,cheese-swiss
Swiss cheese fondue recipe,cheese-swiss
Swiss slices for the cheeseburger,cheese-swiss
Wedge of swiss with holes for the board,cheese-swiss
Swiss wedge from the artisan cheese shop,cheese-swiss
Swiss cheese fondue for the winter dinner,cheese-swiss
Swiss slices on the Reuben sandwich,cheese-swiss
Swiss and ham toastie for lunch,cheese-swiss
Melted swiss on the mushroom burger,cheese-swiss
Artisan swiss wedge for the cheese board,cheese-swiss
Buy swiss cheese for the fondue pot,cheese-swiss
Swiss cheese dip for the pretzels,cheese-swiss
Classic swiss on the club sandwich,cheese-swiss
Swiss and egg on the breakfast bagel,cheese-swiss
got the swiss with the big holes,cheese-swiss
swiss makes the best fondue honestly,cheese-swiss
always get swiss on my deli order,cheese-swiss
nothing beats melted swiss on a burger,cheese-swiss
swis cheese fondeu for the winter diner,cheese-swiss
swisse slices on the ruben sandwitch,cheese-swiss
artissan swiss wedge for the cheesse board,cheese-swiss
melted swise on the musroom buger,cheese-swiss
Regular cheddar not the holey swiss,cheese-swiss
Brie wedge at room temperature,cheese-swiss
Gouda block without the holes,cheese-swiss
Parmesan grated over the pasta,cheese-swiss
Camembert for the fondue instead,cheese-swiss
Feta crumbled on the Greek salad,cheese-swiss
