text,label
emergency room,hospital
medical center,hospital
hospital building in the city,hospital
building with a red cross hospital,hospital
hospital during the covid-19 pandemic,hospital
covid-19 patients in the hospital,hospital
doctor at the hospital,hospital
doctor working in the hospital ward,hospital
emergency room visit at night,hospital
hospital icon on the map,hospital
medical center building,hospital
medicine dispensed at the hospital,hospital
hospital medicine cabinet,hospital
large hospital building with a red cross,hospital
emergency room entrance at the hospital,hospital
hospital ward with patients and nurses,hospital
hospital on the city map pin,hospital
ambulance arriving at the hospital,hospital
hospital reception desk with staff,hospital
hospital icon for the health app,hospital
children's hospital in the neighborhood,hospital
hospital operating room for surgery,hospital
hospital bed in the patient room,hospital
I need a hospital icon for the health map,hospital
add a hospital symbol to the emergency section,hospital
show a hospital for the nearest clinic feature,hospital
use the hospital icon for the medical center page,hospital
hospitl building,hospital
emregency room visit,hospital
docter at hospital,hospital
pharmacy with a green cross sign,hospital
clinic office building for appointments,hospital
ambulance with sirens on the road,hospital
first aid kit with red cross,hospital
doctor's stethoscope on the desk,hospital
church building with a steeple,hospital
